StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q3_7_TEXT,Q4_1,Q5,Q6,Q7,Q7_7_TEXT,Q8,Q9_1,Q10_1,Q17,Q11,Q12,Q13_1,Q15,Q14,Q14_1_TEXT,Q14_2_TEXT,Q16,Q16_3_TEXT,Q_DataPolicyViolations
3/3/2026 16:22,3/3/2026 16:23,IP Address,68.34.235.102,100,75,True,3/3/2026 16:23,R_34f23O1GMlYxwNo,,,,,34.782,-86.6085,anonymous,EN,Yes,,,7,Once a week,No,I didn't have time,,,10,10,,not sure,More feedback and communication is great,10,,I prefer InScribe because...,,especially if messages are stored long term.  ,,,
3/3/2026 16:42,3/3/2026 16:44,IP Address,108.35.153.169,100,114,True,3/3/2026 16:44,R_3Pdr4rzi0H2vCBM,,,,,40.7873,-74.3211,anonymous,EN,Yes,,,7,A few times a week,No,Other,Found posts related to any queries/help I needed.,,6,6,,,,6,,I prefer Slack because...,Was mor familiar with it,,,,
3/3/2026 17:05,3/3/2026 17:07,IP Address,130.253.26.15,100,116,True,3/3/2026 17:07,R_6jx3fBsjr961p90,,,,,39.6796,-104.9626,anonymous,EN,No,"It wasn't useful,I wasn't sure how to use it,It wasn't graded,Other",Seems to be extra work without real gain,,,,,,,,,,You don't. There is no need for it.,NA,1,,I prefer Slack because...,Easier to use. Already in many other Useful slack channels. I have never used Inscribe for anything and I do not see myself using it for anything else.,,,,
3/3/2026 18:37,3/3/2026 18:38,IP Address,73.8.80.172,100,87,True,3/3/2026 18:38,R_3YMyEdWgwY4CXR2,,,,,41.8395,-87.7555,anonymous,EN,No,It wasn't graded,,,,,,,,,,,"Make participation part of the grade, this would force student to use the platform. I would also suggest that teacher go on it often",no,1,,,,,,,
3/3/2026 20:44,3/3/2026 20:47,IP Address,172.225.89.57,100,210,True,3/3/2026 20:47,R_1yacstRbb1OqAbC,,,,,37.3388,-121.8916,anonymous,EN,Yes,,,7,A few times a week,Yes,,,Yes and it was useful,8,8,,"I think it just needs some time to build. I primarily came to find out if my fellow students were having the same issues I was, and to see my question had already been answered. But I was too afraid (or too busy or both) to post a new question. So an improvement could be an FAQ/like repository of common questions","I did not contribute very much, but I definitely appreciated the that did reply and I I enjoyed the engagement questions. I plan to use it more this coming session",9,,I prefer InScribe because...,,I found it easier to use,,,
3/4/2026 9:46,3/4/2026 9:52,IP Address,174.16.42.177,100,366,True,3/4/2026 9:52,R_1bVOeCqDd9ElxeN,,,,,39.8294,-104.9095,anonymous,EN,Yes,,,2,Once a day,Yes,,,No,8,8,,"Inscribe is a terrible UI - features are hard to find (chats? search? dark mode?), organization is weak so feels disconnected from current course work, information density is low (1 or 2 useless topics/cards fill my screen). Having staff post questions like ""how's your week?"" is worse than useless as it makes it feel more like a casual chat environment than working with other students to engage with the material. I find myself returning to slack archives (while they last) to find meaningful information and disucssion regarding actual problems in the course, exams, quizzes homework or bugs/mistakes in the course materials.","My online course that used InScribe felt less ""human"", less community than the ones where slack is the community forum. ",1,,I prefer Slack because...,"Deep archive, better UI, reflects the real world messiness of human discussion. ",,,,
3/4/2026 11:16,3/4/2026 11:16,IP Address,136.35.186.183,100,35,True,3/4/2026 11:16,R_5Ht5rgHRYoV8PG8,,,,,39.2733,-94.5694,anonymous,EN,No,I didn't need help,,,,,,,,,,,,,,,,,,,,
3/4/2026 14:12,3/4/2026 14:14,IP Address,158.62.8.177,100,137,True,3/4/2026 14:14,R_9E3LjKjbG3iAsYM,,,,,14.073,120.6295,anonymous,EN,Yes,,,9,A couple of times per month,No,"I didn't need help,I wasn't sure how to use it",,,7,6,,More content/questions from other students.,It's been good would love to visit more.,10,,I prefer Slack because...,I can access discussions from former students.,,,,
3/4/2026 14:55,3/4/2026 14:56,IP Address,45.21.5.152,100,88,True,3/4/2026 14:56,R_3OOW4XEnYlbiWex,,,,,29.6182,-98.626,anonymous,EN,Yes,,,4,Hardly ever,Yes,,,Yes but it was not useful,3,7,,communities for each class,,,,I prefer Slack because...,It was easier to chat with people working on the same topics,,,,
3/4/2026 15:23,3/4/2026 15:25,IP Address,38.75.234.78,100,130,True,3/4/2026 15:26,R_6abJ5YPgJraDGTa,,,,,39.7391,-104.9866,anonymous,EN,Yes,,,3,Once a month,No,"I wasn't sure how to use it,I didn't have time,Other","It launched part way through my course and it was kind of confusing to use, and nobody had really posted yet so I didn't get a feel for it. i'm going to keep trying it but so far it wasn't instantly understandable like slack.",,9,9,,,,3,,I prefer Slack because...,"It's what is used in the professional world, has desktop and mobile apps, is easier to understand and use, more flexible.",,,,
3/4/2026 19:10,3/4/2026 19:10,IP Address,99.9.222.184,100,4,True,3/4/2026 19:10,R_3gpZ2Gv0nCU9qES,,,,,36.1081,-86.7738,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
3/4/2026 19:48,3/4/2026 19:51,IP Address,68.84.144.50,100,205,True,3/4/2026 19:52,R_7kNqpUlEfM8bEYY,,,,,35.0506,-106.7249,anonymous,EN,Yes,,,7,A few times a week,Yes,,,Yes and it was useful,9,10,,,"I'm not sure how I feel about the platform. It's definitely not as mature and refined as a platform like Slack. It's a little bare bones and some of the features aren't intuitive or easy to find. Such as the chat, which I don't believe many students are aware exists. Perhaps the advantage over slack is the ability to have forum like discussions instead of only chatrooms.",,,I prefer Slack because...,It's more refined and developed.,,,,
3/5/2026 11:01,3/5/2026 11:03,IP Address,138.88.206.144,100,128,True,3/5/2026 11:03,R_5EYlCDOMrC7Catz,,,,,39.1063,-76.866,anonymous,EN,Yes,,,2,Hardly ever,No,Other,It wasn't nearly as intuitive as the Slack channels. No class-specific forums made this hard to interact with.,,6,4,,Making channels specific to classes and not just specializations.,I frankly think that returning to the Slack format is better. ,1,,I prefer Slack because...,Channels were tailored to classes and there was already information about classes that might otherwise not have been available (domain knowledge such as autograder issues or access to TAs),,,,
3/5/2026 16:53,3/5/2026 17:05,IP Address,99.13.229.26,100,699,True,3/5/2026 17:05,R_7oEUqeVTFCoC4no,,,,,37.5625,-122.0004,anonymous,EN,Yes,,,10,Multiple times per day,Yes,,,Yes and it was useful,10,10,,"I am used to Slack's interface, so the interface in InScribe feel quite different. I am not sure if they can make or configure it more similar to Slack to make the transition easier for the users ",,10,,I prefer Slack because...,"I am used to Slack interface, which feel much better and more intuitive to operate",,,,
3/5/2026 16:53,3/5/2026 17:11,IP Address,99.13.229.26,100,1092,True,3/5/2026 17:11,R_1qkbHpqv52vwBax,,,,,37.5625,-122.0004,anonymous,EN,Yes,,,10,Multiple times per day,Yes,,,Yes and it was useful,10,10,,"I'm used to Slack's interface, which is very intuitive and easy to use.. The interface in InScribe feels quite different, I'm wondering if it might be possible to configure it to be more Slack-like to make the transition easier 
",,10,,I prefer Slack because...,"I am used to Slack interface, which feel much better and more intuitive to operate",,,,
3/5/2026 17:15,3/5/2026 17:18,IP Address,172.226.87.115,100,201,True,3/5/2026 17:18,R_71p6hvPrsZt74OZ,,,,,39.0469,-77.4903,anonymous,EN,Yes,,,,Hardly ever,No,"I didn't need help,I didn't have time,Other",Yesterday was the first time that I logged in and I only had a few minutes.,,5,7,,I don't know,No,6,,I prefer Slack because...,I haven't used Inscribe long enough to decide which I like better,,,,
3/5/2026 18:14,3/5/2026 18:16,IP Address,172.59.161.36,100,119,True,3/5/2026 18:16,R_5flQvSPkQYIL4jJ,,,,,37.3698,-121.816,anonymous,EN,No,I wasn't sure how to use it,,,,,,,,,,,,,6,,I prefer Slack because...,Convenience/used to the formatting more,,,,
3/5/2026 18:53,3/5/2026 18:54,IP Address,50.159.148.128,100,96,True,3/5/2026 18:54,R_5r39LG3mn2mmUPR,,,,,36.3265,-115.3398,anonymous,EN,Yes,,,2,A few times a week,No,"I wasn't sure how to use it,Other","No channel for 5002, unsure how to create one, less user friendly than Slack",,10,10,,,,3,,I prefer Slack because...,It just felt easier to use,,,,
3/5/2026 19:33,3/5/2026 19:36,IP Address,73.99.116.142,100,223,True,3/5/2026 19:36,R_5MVUgO0UMuesxAl,,,,,38.2454,-78.1108,anonymous,EN,No,I didn't need help,,,,,,,,,,,,,8,,,,,,,
3/5/2026 23:40,3/6/2026 1:17,IP Address,67.189.17.68,100,5775,True,3/6/2026 1:17,R_1nZSKuWnA6gBazX,,,,,45.4407,-122.7792,anonymous,EN,Yes,,,5,Once a day,Yes,,,No,8,9,,"1. In the spirit of community, it would be helpful if program staff and facilitators would respond to questions asked of them in InScribe.  It is understood that many folks are busy, and it may take some time to respond; however, there are cases where some questions to staff remain unanswered weeks after the fact, even though they have been active on InScribe during that time (creating new posts, etc.).  Even if the answer is unknown at the time, a response would be better than silence.
2. The MS-DS InScribe community being relatively new, there is not much content therein as of yet, whereas the MS-DS Slack channel contains many years' worth of information, much of which remains relevant (as it appears that course materials might not be updated that frequently).  Many students continue to use the archived Slack channels for help and guidance in the program and its courses.  Has thought been given to the possibility of linking InScribe with the content in Slack, or even migrating/copying Slack content into InScribe?
3. I don't know the current size of the MS-DS program student population, but the MS-DS community of active participants seems relatively small.  This would be ultimately up to the community itself, but encouraging broader participation in InScribe might help the community to grow and become a more useful resource for students.
4. Information layout could be improved in the browser-based version of InScribe (I haven't used the mobile version as of yet) by increasing information density visible on the screen.  As it stands now, info density is sparser, which results in a lot of scrolling and clicking to absorb what's there.","1. For those folks with light sensitivity or related issues, a dark mode configuration setting would be helpful.
2. For sake of transparency, it would be interesting to learn the details of how the decision to switch from Slack to InScribe was made and who was involved.  For instance, was this a broad, campus-wide decision involving students, staff, and instructors, or was it departmental and made by a handful of staff?  What was the motivation and incentive to switch from Slack to InScribe?
3. Some students are concerned about how long the archived MS-DS Slack channel will remain accessible and usable by students:  What are the plans for its future?  If at some point it plans to be terminated, would you consider preserving it in some way elsewhere (for example, as mentioned above, migrating/copying content to InScribe)?",6,,I prefer Slack because...,"Massive archive of historical info; better layout & info density; more features/options; dark mode; better familiarity, ease of use.",,,,
3/6/2026 1:15,3/6/2026 1:26,IP Address,99.164.64.148,100,672,True,3/6/2026 1:26,R_5Lc9zsFGWQALAGd,,,,,32.691,-97.1918,anonymous,EN,Yes,,,6,Once a month,No,Other,I found my question answered there already.,,6,6,,"Fix your SSO - login seems to require Coursera authentication - I fall into an authentication loop when trying to use CU authentication by itself.  I might care to engage with the community if I had an easier time accessing the system.  (I'm the use case that doesn't maintain logons between browser sessions - please add that to your test cases.)

Also, the email volume is too much and it doubles when you it's being sent to both my CU and personal email accounts.",,1,,,,,,,
3/6/2026 8:10,3/6/2026 8:12,IP Address,172.59.188.16,100,122,True,3/6/2026 8:12,R_6pPRRIFltbXrDbj,,,,,41.8835,-87.6305,anonymous,EN,Yes,,,2,Hardly ever,No,Other,I didn't expect to get a good response.,,10,8,,"I'm not sure how to improve but if it was a more active community, I would be more envolved.",,3,,I prefer Slack because...,I'm familiar with it. I've used it for other things before. I found it easy to ask and answer questions.,,,,
3/6/2026 11:16,3/6/2026 11:17,IP Address,174.16.42.248,100,99,True,3/6/2026 11:17,R_7us00Li9L8iDwIS,,,,,39.8294,-104.9095,anonymous,EN,Yes,,,6,Less than once a month,No,"I wasn't sure how to use it,I didn't have time",,,6,6,,,,,,,,,,,
3/6/2026 12:01,3/6/2026 12:04,IP Address,2.49.24.248,100,152,True,3/6/2026 12:04,R_9I6gnuhu0kFkSMG,,,,,25.0734,55.2979,anonymous,EN,No,Other,Technical issues with the site not properly loading,,,,,,,,,,Fix the technical issues in regards to accessing the website ,No,3,,I prefer Slack because...,Easier to navigate,,,,
3/6/2026 12:09,3/6/2026 12:11,IP Address,47.225.205.211,100,94,True,3/6/2026 12:11,R_7jKcIDyvT5yg5rs,,,,,44.7814,-91.4866,anonymous,EN,Yes,,,6,Once a day,No,I wasn't sure how to use it,,,4,4,,,,,,,,,,,
3/6/2026 12:15,3/6/2026 12:15,IP Address,64.229.14.94,100,29,True,3/6/2026 12:15,R_14y6nmjthg9TF9D,,,,,43.6661,-79.8065,anonymous,EN,No,I was not comfortable using it,,,,,,,,,,,,,,,,,,,,
3/6/2026 12:20,3/6/2026 12:24,IP Address,209.249.178.250,100,240,True,3/6/2026 12:24,R_5ortiuvPkpClXr3,,,,,37.778,-121.2316,anonymous,EN,Yes,,,2,Once a week,No,"I was uncomfortable posting a question,Other",There seem to be low response on InScribe and low overall usage.,,4,9,,"Better access to the app would be great. I need to launch it from the first Module in order to use it. Overall, though I did prefer the easy of use of slack a lot better.",,1,,I prefer Slack because...,"It was a lot easier to use. I never lost access to the app, and there seem to be more response to questions ask on it. I wonder if most individuals that were on slack did not transfer over into using InScribe. The Interface of Inscribe was also not my favorite.",,,,
3/6/2026 12:26,3/6/2026 12:28,IP Address,73.186.33.229,100,113,True,3/6/2026 12:28,R_7qsDkb5uxNlzQQW,,,,,42.3737,-71.1284,anonymous,EN,Yes,,,9,Once a week,No,Other,I often went to ask a question and found that someone had already asked something similar.,,10,10,,,,10,,I prefer InScribe because...,,The login in process is much easier and I like how everything is organized. ,,,
3/6/2026 15:19,3/6/2026 15:20,IP Address,73.219.87.19,100,67,True,3/6/2026 15:20,R_1hHgf0TCQiIwuZz,,,,,42.2463,-70.9972,anonymous,EN,No,I wasn't sure how to use it,,,,,,,,,,,,,,,,,,,,
3/6/2026 15:25,3/6/2026 15:26,IP Address,72.231.209.98,100,69,True,3/6/2026 15:26,R_1tumER4O4g6YmLX,,,,,43.1859,-76.1724,anonymous,EN,Yes,,,7,A few times a week,No,I was uncomfortable posting a question,,,3,2,,,,7,,,,,,,
3/6/2026 19:20,3/6/2026 19:24,IP Address,218.52.177.54,100,258,True,3/6/2026 19:24,R_9Ks6ntMJGIweri9,,,,,37.3736,126.6555,anonymous,EN,Yes,,,9,Once a day,No,I didn't need help,,,10,9,,,,9,,,,,,,
3/6/2026 21:21,3/6/2026 21:21,IP Address,71.218.145.97,100,48,True,3/6/2026 21:22,R_6reSW91XOJatbEe,,,,,39.7628,-105.0263,anonymous,EN,Yes,,,4,Once a month,No,I wasn't sure how to use it,,,6,5,,,,4,,I prefer Slack because...,,,,,
3/6/2026 22:01,3/6/2026 22:02,IP Address,172.226.212.25,100,49,True,3/6/2026 22:02,R_7FqsTArBFluiv9O,,,,,37.3388,-121.8916,anonymous,EN,No,"I didn't know it was there,I wasn't sure how to use it,I didn't have time",,,,,,,,,,,,,5,,,,,,,
3/6/2026 23:10,3/6/2026 23:26,IP Address,133.106.128.211,100,983,True,3/6/2026 23:26,R_4B8ck2hVK5QJu7L,,,,,35.69,139.69,anonymous,EN,Yes,,,8,A few times a week,No,"I wasn't sure how to use it,I didn't have time",,,8,7,,I suggest creating a space to share 'After-Course Success Stories.' Hearing how specific Python and R skills helped in real-world projects and laid the foundation for advanced courses would be a great source of inspiration for new learners.,,10,,,,,,,
3/7/2026 0:00,3/7/2026 0:02,IP Address,172.225.104.84,100,69,True,3/7/2026 0:02,R_2eXZgQTc7Ipac9I,,,,,50.0883,14.4124,anonymous,EN,Yes,,,10,Once a month,No,"I didn't need help,I wasn't sure how to use it",,,9,9,,,,10,,,,,,,
3/7/2026 16:23,3/7/2026 16:25,IP Address,146.75.154.72,100,102,True,3/7/2026 16:25,R_5PjEezjCTQ1YU7x,,,,,37.5625,-122.0004,anonymous,EN,Yes,,,5,Once a week,No,"I wasn't sure how to use it,I was uncomfortable posting a question",,,4,8,,Maybe integrate into a course more or add a bit more of a tutorial,,5,,I prefer InScribe because...,,,,,
3/9/2026 19:03,3/9/2026 19:08,IP Address,73.51.246.195,100,307,True,3/9/2026 19:08,R_3Z3FNB2iIbSNa3T,,,,,42.1726,-88.4231,anonymous,EN,Yes,,,4,Once a week,No,I wasn't sure how to use it,,,3,5,,,,7,,,,,,,
3/10/2026 6:23,3/10/2026 6:24,IP Address,76.108.94.205,100,26,True,3/10/2026 6:24,R_5l6RaIzojvuVvmp,,,,,26.935,-80.1178,anonymous,EN,No,Other,,,,,,,,,,,,,,,,,,,,
3/13/2026 17:53,3/13/2026 17:56,IP Address,71.237.60.231,100,163,True,3/13/2026 17:56,R_1hT4ewd7tW4mZ4T,,,,,39.614,-104.9602,anonymous,EN,Yes,,,7,Once a week,No,I didn't need help,,,8,5,,,I wish InScribe would allow me to login instead of finding the referral link in Coursera.,6,,I prefer InScribe because...,,The chain of replies for a given question is easier to follow.,,,
3/16/2026 11:20,3/16/2026 11:26,IP Address,27.252.198.77,100,403,True,3/16/2026 11:26,R_40VAHigsWFCKnRS,,,,,-41.266,174.9448,anonymous,EN,Yes,,,2,A few times a week,No,I was uncomfortable posting a question,,,4,7,,"A lot of useful material is missing at the moment - I can see this become more useful when it is fully established, but basically the best method would be to copy years of established content from the older Slack archives to InScribe (of course with the course being a new edition, it won't have such content, so what I said is more applicable to older courses in the program)","Others have asked it in InScribe and I don't want to lessen the effort that has gone into setting that all up and trying to make it work, but here goes: why was Slack no longer the tool of choice - it seems to have worked very well for many, over the course of a few years?",,,I prefer Slack because...,"There are years of discussions with really insightful comments, content, advice, links etc. - I could try to find and post some of them, but it would take me days to even try that.",,,,
3/19/2026 13:34,3/19/2026 13:34,IP Address,165.225.58.94,100,37,True,3/19/2026 13:35,R_17a1W5tvlS7xUmM,,,,,41.8835,-87.6305,anonymous,EN,Yes,,,5,A couple of times per month,No,I didn't need help,,,7,7,,,,,,,,,,,
3/23/2026 18:23,3/23/2026 18:24,IP Address,76.31.254.38,100,72,True,3/23/2026 18:24,R_652LRuTj5GOUYUN,,,,,29.7467,-94.9638,anonymous,EN,Yes,,,8,Once a week,Yes,,,Yes and it was useful,9,9,,,,8,,I prefer Slack because...,,,,,
3/27/2026 8:53,3/27/2026 8:54,IP Address,95.90.233.209,100,81,True,3/27/2026 8:54,R_8oF3qnbtm3Ani3T,,,,,52.4875,13.3992,anonymous,EN,No,"I wasn't sure how to use it,Other","I guess it was disabled for this course? I tried to check it out, but couldn't.",,,,,,,,,,,,,,I prefer Slack because...,"Couldn't try inscribe, but, generally, I'm using Slack at work, so quite nice to use the same.",,,,
3/27/2026 16:21,3/27/2026 16:30,IP Address,76.154.241.133,100,553,True,3/27/2026 16:30,R_1eX89qxUkRqI12M,,,,,39.7351,-105.0269,anonymous,EN,Yes,,,6,A few times a week,Yes,,,Yes and it was useful,8,7,,I was not able to access InScribe this block because my classes are not linked to InScribe for some reason. So I can't even access the general channel. It would be helpful to not have the ONLY way to login to InScribe be through the individual courses on Coursera.,Please let me log in. My classes on Coursera are not connected and I can't access it. Slack was better because I always am logged in and it's not reliant on Coursera.,4,,I prefer Slack because...,"It is easier to search for relevant questions that people had before. You can also see all the replies to someone's comment without having to dig through different reply threads to the same question. Also, I was able to access Slack on my phone or my computer and always be logged in rather than having my login be reliant on Coursera courses being connected to it, like InScribe. I can't access InScribe even though I'm taking courses right now because InScribe says my course isn't connect to InScribe.",,,,
3/27/2026 16:33,3/27/2026 16:34,IP Address,73.252.141.99,100,67,True,3/27/2026 16:34,R_7oyZXUDIASITMv7,,,,,37.3028,-121.9982,anonymous,EN,Yes,,,10,Once a week,,,,,10,10,,NA,No,9,,I prefer InScribe because...,,,,,
3/30/2026 4:49,3/30/2026 4:52,IP Address,76.135.174.15,100,224,True,3/30/2026 4:52,R_6MSAYEmSJ6s1B4F,,,,,47.8948,-122.2031,anonymous,EN,Yes,,,5,Once a week,No,"I didn't need help,I didn't have time",,,8,8,,,,8,,I prefer Slack because...,I still go back to slack for history and also ease of use. inScribe seems more of social media platform making it hard to switch. However I do like InScribe's UI and how data is linked and resources are easily searchable. I guess both Slack and InScribe hybrid would be my preferred choice.,,,,
3/30/2026 16:04,3/30/2026 16:04,IP Address,104.35.138.153,100,19,True,3/30/2026 16:04,R_3lXpmmxBwK8BQAs,,,,,34.1994,-118.5972,anonymous,EN,No,I didn't have time,,,,,,,,,,,,,,,,,,,,
3/30/2026 21:37,3/30/2026 21:37,IP Address,67.164.52.83,100,9,True,3/30/2026 21:37,R_1Xi2U3uXSrCHgI1,,,,,37.6196,-122.4816,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,
4/4/2026 14:34,4/4/2026 14:36,IP Address,159.26.100.68,100,117,True,4/4/2026 14:36,R_6MatC9MbtO3akKp,,,,,32.7797,-96.8022,anonymous,EN,Yes,,,5,Once a month,No,I didn't need help,,,8,5,,I think it is fine the way it is.,No,8,,I prefer Slack because...,I am more familiar with it,,,,
4/5/2026 12:26,4/5/2026 12:26,IP Address,97.118.204.132,100,50,True,4/5/2026 12:27,R_3lwYR5SPXHFTmDf,,,,,39.7067,-104.9694,anonymous,EN,Yes,,,,Hardly ever,No,I didn't know it was there,,,,,,,,,,I prefer Slack because...,easier to access,,,,
4/6/2026 6:56,4/6/2026 6:57,IP Address,99.190.141.248,100,61,True,4/6/2026 6:57,R_5u5qVLpoKPHLVKN,,,,,41.1231,-81.5666,anonymous,EN,Yes,,,,A few times a week,No,I didn't know it was there,,,4,3,,,,,,I prefer Slack because...,,,,,
4/6/2026 11:09,4/6/2026 11:11,IP Address,45.26.32.43,100,118,True,4/6/2026 11:11,R_7GTWACoX6Prx55h,,,,,33.9249,-117.4592,anonymous,EN,Yes,,,10,Once a day,No,I didn't need help,,,7,9,,It's perfect NO need to change anything,"no, I really like it and it is really helpful",9,,,,,,,
4/6/2026 18:45,4/6/2026 18:47,IP Address,71.230.247.198,100,118,True,4/6/2026 18:47,R_3qVA4VKwbWfzyzn,,,,,40.0362,-75.5138,anonymous,EN,Yes,,,8,A few times a week,Yes,,,Yes and it was useful,8,7,,The application can be made into apps for mobile phones.,The community should focus on making the platform more user friendly.,7,,,,,,,
4/7/2026 3:29,4/7/2026 3:30,IP Address,118.169.77.133,100,66,True,4/7/2026 3:30,R_40rbKfGRl4M1k1U,,,,,25.053,121.5259,anonymous,EN,Yes,,,6,Once a month,No,I wasn't sure how to use it,,,6,4,,,,5,,,,,,,
4/7/2026 16:25,4/7/2026 16:28,IP Address,99.106.170.26,100,204,True,4/7/2026 16:28,R_3mZ1rjfacWLVIB3,,,,,37.6811,-122.4806,anonymous,EN,Yes,,,7,Once a week,No,I didn't have time,,,8,8,,Have professionals in the field serve as moderators. Students will respect the responses where they can engage with people whose opinions are backed by real world success. That is one angle. The other is my cultural. Like discord people like a place that has great vibes.,"It looks quite good actually. I had my doubts when slack was closed, but it is getting there.",8,,I prefer Slack because...,I'm more use to it,,,,
4/11/2026 13:16,4/11/2026 13:17,IP Address,172.225.173.144,100,92,True,4/11/2026 13:17,R_3E4TFoXM87vrqBd,,,,,4.6047,-74.0855,anonymous,EN,Yes,,,7,A few times a week,No,I didn't have time,,,10,10,,,,6,,I prefer Slack because...,It feels more like a peer-to-peer process,,,,
4/14/2026 23:03,4/14/2026 23:04,IP Address,108.201.81.131,100,101,True,4/14/2026 23:04,R_7Us8SA03FF7eWRP,,,,,38.6889,-121.2263,anonymous,EN,No,Other,"When I tried, it said that it was not set up",,,,,,,,,,n/a,n/a,6,,I prefer Slack because...,I've been using it for many years and it's familiar,,,,
4/17/2026 11:30,4/17/2026 11:33,IP Address,157.93.254.219,100,153,True,4/17/2026 11:33,R_6KpVjBPpgdCrz5e,,,,,42.3602,-71.0594,anonymous,EN,Yes,,,10,A couple of times per month,No,Other,I need to place some questions.,,9,8,,,,10,,I prefer InScribe because...,,,,,
4/17/2026 11:57,4/17/2026 11:58,IP Address,68.33.196.163,100,32,True,4/17/2026 11:58,R_7oL9DEYu6NKQjep,,,,,38.8078,-77.0523,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
4/18/2026 1:51,4/18/2026 1:52,IP Address,24.6.105.203,100,36,True,4/18/2026 1:52,R_5FwGdGrUQpX1j1K,,,,,37.5742,-122.325,anonymous,EN,No,,,,,,,,,,,,too many emails,,5,,,,,,,
4/18/2026 10:41,4/18/2026 10:46,IP Address,128.198.224.168,100,293,True,4/18/2026 10:46,R_1aPMSOpLX3TTUnl,,,,,38.9129,-104.7794,anonymous,EN,Yes,,,9,Once a day,No,I didn't need help,,,9,10,,"We need to encourage students to engage in conversation. Most students know Inscribe is there but for all kind of reasons, they are not engaging as much as we wanted.","Let's use inscribe for our conversation. It could be a general question or a specific course related, it worth using it.",10,,I prefer InScribe because...,,,,,
4/18/2026 19:07,4/18/2026 19:09,IP Address,68.38.61.98,100,140,True,4/18/2026 19:09,R_5EtuW4WT01isJwQ,,,,,39.7924,-86.2875,anonymous,EN,Yes,,,10,A few times a week,Yes,,,Yes and it was useful,10,5,,,,10,,,,,,,
4/19/2026 11:32,4/19/2026 11:34,IP Address,73.236.16.225,100,127,True,4/19/2026 11:34,R_7Fr6klBGRVLi305,,,,,40.4322,-80.1021,anonymous,EN,No,Other,I did not fully understand the purpose. I felt it could have been better explained what the use case for it was so I just ignored it.,,,,,,,,,,I am not sure,"No, not really. Sorry.",5,,,,,,,
4/19/2026 14:44,4/19/2026 14:45,IP Address,70.64.52.8,100,57,True,4/19/2026 14:45,R_6NrZDz0KrkgzYQR,,,,,52.0977,-106.6268,anonymous,EN,Yes,,,7,Once a week,No,"I didn't need help,I was uncomfortable posting a question",,,5,8,,,,9,,I prefer Slack because...,,,,,
4/19/2026 14:49,4/19/2026 14:49,IP Address,172.226.202.8,100,12,True,4/19/2026 14:50,R_6QS8O5udw1ywAdi,,,,,40.7126,-74.0066,anonymous,EN,,,,,,,,,,,,,,,,,I prefer Slack because...,,,,,
4/20/2026 9:05,4/20/2026 9:07,IP Address,152.241.61.160,100,93,True,4/20/2026 9:07,R_10i4K0Y4Bido4py,,,,,-8.0009,-34.8687,anonymous,EN,Yes,,,10,Once a week,No,I didn't have time,,,7,5,,,,10,,I prefer Slack because...,,,,,
4/20/2026 17:05,4/20/2026 17:07,IP Address,73.53.37.76,100,105,True,4/20/2026 17:07,R_6kOd5uBJu5GCrcZ,,,,,47.5871,-122.0388,anonymous,EN,Yes,,,5,Less than once a month,No,I didn't need help,,,4,6,,,,6,,I prefer Slack because...,I need Slack anyway,,,,
4/20/2026 20:55,4/20/2026 20:56,IP Address,134.238.202.222,100,58,True,4/20/2026 20:56,R_7dIQMBSJXdO8rrr,,,,,37.7794,-122.4176,anonymous,EN,No,I didn't know it was there,,,,,,,,,,,,,,,I prefer Slack because...,,,,,
4/21/2026 11:02,4/21/2026 11:03,IP Address,76.31.254.38,100,64,True,4/21/2026 11:03,R_61QT9zzgDpTxkFH,,,,,29.7467,-94.9638,anonymous,EN,Yes,,,8,Once a week,Yes,,,Yes and it was useful,10,10,,,,10,,,,,,,
4/25/2026 4:41,4/25/2026 4:44,IP Address,87.175.13.11,100,126,True,4/25/2026 4:44,R_2QFfccbAznxT09A,,,,,52.3484,14.5546,anonymous,EN,Yes,,,8,Once a day,No,I didn't need help,,,10,10,,,,7,,I prefer Slack because...,,,,,
4/25/2026 17:01,4/25/2026 17:02,IP Address,173.48.52.45,100,85,True,4/25/2026 17:02,R_3yXyMmL2KSsnF4J,,,,,42.2125,-70.9961,anonymous,EN,No,I was not comfortable using it,,,,,,,,,,,,,,,I prefer Slack because...,I prefer Slack because I am familiar with the platform. I also use Slack in my full-time job.,,,,
4/25/2026 20:06,4/25/2026 20:09,IP Address,24.1.206.73,100,190,True,4/25/2026 20:09,R_1rHl1huiBC3ViQJ,,,,,41.6019,-87.9552,anonymous,EN,Yes,,,2,A few times a week,No,Other,There does not seem to be much engagement yet,,8,5,,Allow students to see the rubric for the final presentation before submitting the assignment. I believe we should be able to understand exactly how we are to understand and present our project.,,7,,I prefer Slack because...,"I wouldn't say I prefer slack over inscribe, but having the ability to read discussions from the previous years was helpful.",,,,
